ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
kew-209808,A,Rubiaceae,,Uncaria,,"hookeri",,"","Vidal",Synonym,,H,WCSP,209808,768255-1,"Phan. Cuming. Philipp.","177","","1885",kew-209852
kew-209809,A,Rubiaceae,,Uncaria,,"horsfieldiana",,"","Miq.",Synonym,,H,WCSP,209809,768256-1,"Fl. Ned. Ind.","2: 151","","1856",kew-209824
kew-209810,A,Rubiaceae,,Uncaria,,"inermis",,"","Willd.",Synonym,,H,WCSP,209810,768257-1,"Delect. Opusc. Bot.","2: 199","","1793",kew-128795
kew-209811,A,Rubiaceae,,Uncaria,,"inermis",,"","Valeton",Synonym,Illegitimate,H,WCSP,209811,768258-1,"Nova Guinea","8: 454","","1911",kew-209843
kew-209812,A,Rubiaceae,,Uncaria,,"insignis",,"","Bartl. ex DC.",Synonym,,H,WCSP,209812,768259-1,"Prodr.","4: 348","","1830",kew-209772
kew-209813,A,Rubiaceae,,Uncaria,,"intermedia",,"","Valeton",Synonym,,H,WCSP,209813,768260-1,"Bot. Jahrb. Syst.","60: 56","","1925",kew-209769
kew-209814,A,Rubiaceae,,Uncaria,,"jasminiflora",,"","Wall. ex Hook.f.",Synonym,,H,WCSP,209814,,"Fl. Brit. India","3: 32","","1880",kew-209764
kew-209815,A,Rubiaceae,,Uncaria,,"jasminiflora",var.,"macrophylla","King & Gamble",Synonym,,L,WCSP,209815,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","72(2): 133","","1904",kew-209764
kew-209816,A,Rubiaceae,,Uncaria,,"kawakamii",,"","Hayata",Synonym,,H,WCSP,209816,768262-1,"J. Coll. Sci. Imp. Univ. Tokyo","30(1): 140","","1911",kew-209806
kew-209817,A,Rubiaceae,,Uncaria,,"korrensis",,"","Kaneh.",Synonym,,H,WCSP,209817,768264-1,"Bot. Mag. (Tokyo)","48: 924","","1934",kew-209828
kew-209818,A,Rubiaceae,,Uncaria,,"kunstleri",,"","King",Accepted,,H,WCSP,209818,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","72: 132","","1903",
kew-209819,A,Rubiaceae,,Uncaria,,"laevifolia",,"","Elmer",Synonym,,H,WCSP,209819,768266-1,"Leafl. Philipp. Bot.","5: 1902","","1913",kew-209838
kew-209820,A,Rubiaceae,,Uncaria,,"laevigata",,"","Wall. ex G.Don",Accepted,,H,WCSP,209820,768268-1,"Gen. Hist.","3: 470","","1834",
kew-209821,A,Rubiaceae,,Uncaria,,"lancifolia",,"","Hutch.",Accepted,,H,WCSP,209821,768269-1,"Pl. Wilson.","3: 407","","1916",
kew-209822,A,Rubiaceae,,Uncaria,,"lanosa",,"","Wall.",Accepted,,H,WCSP,209822,768271-1,"Fl. Ind.","2: 131","","1824",
kew-209823,A,Rubiaceae,,Uncaria,,"lanosa",var.,"appendiculata","(Benth.) Ridsdale",Accepted,,L,WCSP,209823,890707-1,"Blumea","24: 88","","1978",
kew-217023,A,Rubiaceae,,Uncaria,,"lanosa",f.,"appendiculata","(Benth.) Ridsdale",Synonym,,L,WCSP,217023,,"Blumea","24: 88","","1978",kew-209823
kew-209824,A,Rubiaceae,,Uncaria,,"lanosa",var.,"ferrea","(Blume) Ridsdale",Accepted,,L,WCSP,209824,890708-1,"Blumea","24: 87","","1978",
kew-217021,A,Rubiaceae,,Uncaria,,"lanosa",f.,"ferrea","(Blume) Ridsdale",Synonym,,L,WCSP,217021,,"Blumea","24: 87","","1978",kew-209824
kew-209825,A,Rubiaceae,,Uncaria,,"lanosa",var.,"glabrata","(Blume) Ridsdale",Accepted,,L,WCSP,209825,890709-1,"Blumea","24: 86","","1978",
kew-209826,A,Rubiaceae,,Uncaria,,"lanosa",f.,"glabrescens","(Merr. & L.M.Perry) Ridsdale",Accepted,,L,WCSP,209826,890710-1,"Blumea","24: 88","","1978",
kew-209828,A,Rubiaceae,,Uncaria,,"lanosa",var.,"korrensis","(Kaneh.) Ridsdale",Accepted,,L,WCSP,209828,890712-1,"Blumea","24: 88","","1978",
kew-209829,A,Rubiaceae,,Uncaria,,"lanosa",var.,"lanosa","",Synonym,,L,WCSP,209829,,"Unknown","","","",kew-209822
kew-209830,A,Rubiaceae,,Uncaria,,"lanosa",var.,"parviflora","Ridl.",Synonym,,L,WCSP,209830,,"J. Straits Branch Roy. Asiat. Soc.","59: 109","","1911",kew-209807
kew-209831,A,Rubiaceae,,Uncaria,,"lanosa",f.,"philippinensis","(Elmer) Ridsdale",Accepted,,L,WCSP,209831,890713-1,"Blumea","24: 89","","1978",
kew-209832,A,Rubiaceae,,Uncaria,,"lanosa",f.,"setiloba","(Benth.) Ridsdale",Accepted,,L,WCSP,209832,890714-1,"Blumea","24: 89","","1978",
kew-209834,A,Rubiaceae,,Uncaria,,"lanosa",var.,"toppingii","(Merr.) Ridsdale",Accepted,,L,WCSP,209834,890716-1,"Blumea","24: 87","","1978",
kew-2450283,A,Pedaliaceae,,Uncaria,,"leptocarpa",,"","Kuntze",Unresolved,,L,WCSP (in review),,676014-1,"Revis. Gen. Pl.","2: 481","","1891",
kew-209835,A,Rubiaceae,,Uncaria,,"lobbii",,"","Hook.f.",Synonym,,H,WCSP,209835,768272-1,"Fl. Brit. India","3: 33","","1880",kew-209825
kew-209836,A,Rubiaceae,,Uncaria,,"longiflora",,"","(Poir.) Merr.",Accepted,,H,WCSP,209836,768273-1,"Interpr. Herb. Amboin.","480","","1917",
kew-209837,A,Rubiaceae,,Uncaria,,"longiflora",var.,"longiflora","",Synonym,,L,WCSP,209837,,"Unknown","","","",kew-209836
kew-209838,A,Rubiaceae,,Uncaria,,"longiflora",var.,"pteropoda","(Miq.) Ridsdale",Accepted,,L,WCSP,209838,890717-1,"Blumea","24: 82","","1978",
kew-209839,A,Rubiaceae,,Uncaria,,"luzoniensis",,"","Merr.",Synonym,,H,WCSP,209839,768274-1,"Philipp. J. Sci.","27: 57","","1925",kew-209764
kew-209840,A,Rubiaceae,,Uncaria,,"macrophylla",,"","Wall.",Accepted,,H,WCSP,209840,768276-1,"Fl. Ind.","2: 132","","1824",
kew-209841,A,Rubiaceae,,Uncaria,,"membranifolia",,"","F.C.How",Synonym,,H,WCSP,209841,768277-1,"Sunyatsenia","6: 254","","1946",kew-209872
kew-209842,A,Rubiaceae,,Uncaria,,"nemorosa",,"","Korth.",Synonym,,H,WCSP,209842,768278-1,"Verh. Nat. Gesch. Ned. Bezitt., Bot.","166","","1842",kew-209769
kew-209843,A,Rubiaceae,,Uncaria,,"nervosa",,"","Elmer",Accepted,,H,WCSP,209843,768279-1,"Leafl. Philipp. Bot.","3: 985","","1911",
kew-209844,A,Rubiaceae,,Uncaria,,"oligoneura",,"","Korth.",Accepted,,H,WCSP,209844,,"Verh. Nat. Gesch. Ned. Bezitt., Bot.","171","","1842",
kew-209845,A,Rubiaceae,,Uncaria,,"orientalis",,"","Guillaumin",Accepted,,H,WCSP,209845,768281-1,"J. Arnold Arbor.","13: 1","","1932",
kew-209846,A,Rubiaceae,,Uncaria,,"ovalifolia",,"","Roxb.",Synonym,,H,WCSP,209846,,"Fl. Ind.","2: 128","","1824",kew-209737
kew-209847,A,Rubiaceae,,Uncaria,,"ovata",,"","R.Br. ex Steud.",Synonym,Invalid,H,WCSP,209847,,"Nomencl. Bot.","ed. 2, 2: 729","","1841",kew-209766
kew-209848,A,Rubiaceae,,Uncaria,,"pachyphylla",,"","Merr.",Synonym,,H,WCSP,209848,768285-1,"Philipp. J. Sci., C","10: 102","","1915",kew-209836
kew-209849,A,Rubiaceae,,Uncaria,,"parviflora",,"","Ridl.",Synonym,,H,WCSP,209849,768286-1,"J. Straits Branch Roy. Asiat. Soc.","79: 75","","1918",kew-209807
kew-209850,A,Rubiaceae,,Uncaria,,"paucinervis",,"","Teijsm. & Binn.",Accepted,,H,WCSP,209850,768287-1,"Cat. Hort. Bot. Bogor.","117","","1866",
kew-209851,A,Rubiaceae,,Uncaria,,"pedicellata",,"","Roxb.",Synonym,,H,WCSP,209851,,"Fl. Ind.","2: 128","","1824",kew-209769
kew-2450284,A,Pedaliaceae,,Uncaria,,"peltata",,"","Kuntze",Unresolved,,L,WCSP (in review),,676015-1,"Revis. Gen. Pl.","2: 481","","1891",
kew-209852,A,Rubiaceae,,Uncaria,,"perrottetii",,"","(A.Rich.) Merr.",Accepted,,H,WCSP,209852,768290-1,"Philipp. J. Sci., C","8: 60","","1913",
kew-209853,A,Rubiaceae,,Uncaria,,"philippinensis",,"","Elmer",Synonym,,H,WCSP,209853,768291-1,"Leafl. Philipp. Bot.","1: 38","","1906",kew-209831
kew-209854,A,Rubiaceae,,Uncaria,,"pilosa",,"","Roxb.",Synonym,,H,WCSP,209854,,"Fl. Ind.","2: 130","","1824",kew-209865
tro-24300041,A,Pedaliaceae,,Uncaria,,"procumbens",,"","Burch.",Synonym,,M,TRO,24300041,,"Trav. Africa","","","",tro-24300039
kew-209855,A,Rubiaceae,,Uncaria,,"pteropoda",,"","Miq.",Synonym,,H,WCSP,209855,768295-1,"Fl. Ned. Ind.","2: 343","","1857",kew-209838
kew-209856,A,Rubiaceae,,Uncaria,,"quadrangularis",,"","Geddes",Synonym,,H,WCSP,209856,768296-1,"Bull. Misc. Inform. Kew","1928: 240","","1928",kew-209807
kew-209857,A,Rubiaceae,,Uncaria,,"rhynchophylla",,"","(Miq.) Miq. ex Havil.",Accepted,,H,WCSP,209857,,"J. Linn. Soc., Bot.","33: 890","","1897",
kew-209858,A,Rubiaceae,,Uncaria,,"rhynchophylla",var.,"kouteng","T.Yamaz.",Synonym,,L,WCSP,209858,,"Jap. J. Bot.","42: 384","","1967",kew-209857
kew-209859,A,Rubiaceae,,Uncaria,,"rhynchophylloides",,"","F.C.How",Accepted,,H,WCSP,209859,768298-1,"Sunyatsenia","6: 257","","1946",
kew-209860,A,Rubiaceae,,Uncaria,,"rostrata",,"","Pierre ex Pit.",Accepted,,H,WCSP,209860,768299-1,"Fl. Indo-Chine","3: 53","","1922",
kew-209861,A,Rubiaceae,,Uncaria,,"roxburghiana",,"","Korth.",Accepted,,H,WCSP,209861,768300-1,"Verh. Nat. Gesch. Ned. Bezitt., Bot.","172","","1842",
kew-209862,A,Rubiaceae,,Uncaria,,"roxburghii",,"","Korth.",Synonym,Invalid,H,WCSP,209862,768301-1,"Observ. Naucl. Indic.","17","","1839",kew-209861
kew-209864,A,Rubiaceae,,Uncaria,,"salomonensis",,"","(Rech.) Merr. & L.M.Perry",Synonym,,H,WCSP,209864,768302-1,"J. Arnold Arbor.","25: 191","","1944",kew-209758
kew-209865,A,Rubiaceae,,Uncaria,,"scandens",,"","(Sm.) Hutch.",Accepted,,H,WCSP,209865,768303-1,"Pl. Wilson.","3: 406","","1916",
kew-209866,A,Rubiaceae,,Uncaria,,"schlenckerae",,"","S.Moore",Accepted,,H,WCSP,209866,768304-1,"Proc. Roy. Soc. Queensland","34: 53","","1922",
kew-209867,A,Rubiaceae,,Uncaria,,"sclerophylla",,"","(Hunter) Roxb.",Synonym,,H,WCSP,209867,,"Fl. Ind.","2: 130","","1824",kew-209769
kew-209868,A,Rubiaceae,,Uncaria,,"sclerophylloides",,"","Valeton",Synonym,,H,WCSP,209868,768309-1,"Bot. Jahrb. Syst.","60: 57","","1925",kew-209843
kew-209869,A,Rubiaceae,,Uncaria,,"sessilifolia",,"","Roxb. ex Kurz",Synonym,,H,WCSP,209869,,"Forest Fl. Burma","2: 69","","1877",kew-209840
kew-209870,A,Rubiaceae,,Uncaria,,"sessilifructus",,"","Roxb.",Accepted,,H,WCSP,209870,,"Fl. Ind.","2: 130","","1824",
kew-209871,A,Rubiaceae,,Uncaria,,"setiloba",,"","Benth.",Synonym,,H,WCSP,209871,768313-1,"Hooker's J. Bot. Kew Gard. Misc.","2: 223","","1843",kew-209832
kew-209872,A,Rubiaceae,,Uncaria,,"sinensis",,"","(Oliv.) Havil.",Accepted,,H,WCSP,209872,768314-1,"J. Linn. Soc., Bot.","33: 89","","1897",
kew-209873,A,Rubiaceae,,Uncaria,,"speciosa",,"","Wall. ex G.Don",Synonym,,H,WCSP,209873,768316-1,"Gen. Hist.","3: 471","","1834",kew-209769
kew-209874,A,Rubiaceae,,Uncaria,,"spinosa",,"","Raeusch.",Synonym,,H,WCSP,209874,768317-1,"Nomencl. Bot.","55","","1797",kew-209803
kew-209875,A,Rubiaceae,,Uncaria,,"sterrophylla",,"","Merr. & L.M.Perry",Accepted,,H,WCSP,209875,768318-1,"J. Arnold Arbor.","25: 190","","1944",
kew-209876,A,Rubiaceae,,Uncaria,,"surinamensis",,"","Miq.",Synonym,,H,WCSP,209876,768319-1,"Linnaea","19: 129","","1846",kew-209879
kew-209877,A,Rubiaceae,,Uncaria,,"talbotii",,"","Wernham",Accepted,,H,WCSP,209877,768320-1,"Cat. Pl. Oban","40","","1913",
kew-209878,A,Rubiaceae,,Uncaria,,"thwaitesii",,"","(Hook.f.) Alston",Synonym,,H,WCSP,209878,768321-1,"Ann. Roy. Bot. Gard. (Peradeniya)","11: 208","","1929",kew-209780
kew-209879,A,Rubiaceae,,Uncaria,,"tomentosa",,"","(Willd. ex Schult.) DC.",Accepted,,H,WCSP,209879,768322-1,"Prodr.","4: 349","","1830",
kew-209880,A,Rubiaceae,,Uncaria,,"tomentosa",var.,"dioica","Bremek.",Synonym,,L,WCSP,209880,259387-2,"Recueil Trav. Bot. Néerl.","31: 263","","1934",kew-209879
kew-209881,A,Rubiaceae,,Uncaria,,"tonkinensis",,"","Havil.",Synonym,,H,WCSP,209881,768323-1,"J. Linn. Soc., Bot.","33: 89","","1897",kew-209807
kew-209882,A,Rubiaceae,,Uncaria,,"toppingii",,"","Merr.",Synonym,,H,WCSP,209882,768324-1,"J. Straits Branch Roy. Asiat. Soc.","76: 117","","1917",kew-209834
kew-209883,A,Rubiaceae,,Uncaria,,"trinervis",,"","Havil.",Synonym,,H,WCSP,209883,768325-1,"J. Linn. Soc., Bot.","33: 80","","1897",kew-209836
kew-209884,A,Rubiaceae,,Uncaria,,"uraiensis",,"","Hayata",Synonym,,H,WCSP,209884,768326-1,"Icon. Pl. Formosan.","9: 49","","1920",kew-209806
kew-209885,A,Rubiaceae,,Uncaria,,"valetoniana",,"","Merr. & L.M.Perry",Synonym,,H,WCSP,209885,768327-1,"J. Arnold Arbor.","23: 190","","1944",kew-209843
kew-209886,A,Rubiaceae,,Uncaria,,"velutina",,"","Havil.",Accepted,,H,WCSP,209886,768328-1,"J. Linn. Soc., Bot.","33: 84","","1897",
kew-464386,A,Rubiaceae,,Uncaria,,"versicolor",,"","Willd.",Synonym,Illegitimate,H,WCSP,464386,,"Delect. Opusc. Bot.","2: 200","","1793",kew-209803
kew-209887,A,Rubiaceae,,Uncaria,,"wangii",,"","F.C.How",Synonym,,H,WCSP,209887,768330-1,"Sunyatsenia","6: 261","","1946",kew-209865
kew-209888,A,Rubiaceae,,Uncaria,,"wrayi",,"","King",Synonym,,H,WCSP,209888,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","72: 132","","1903",kew-209764
kew-209889,A,Rubiaceae,,Uncaria,,"yunnanensis",,"","K.C.Hsia",Accepted,,H,WCSP,209889,901191-1,"Acta Phytotax. Sin.","20: 319","","1982",
kew-2450286,A,Pedaliaceae,,Uncaria,,"zeyheri",,"","Kuntze",Unresolved,,L,WCSP (in review),,676017-1,"Revis. Gen. Pl.","2: 481","","1891",kew-2839702
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
tro-24300018,A,Pedaliaceae,,Uncarina,,"abbreviata",,"","(Baill.) Ihlenf. & Straka",Accepted,,M,TRO,24300018,60436041-2,"Z. Bot.","50(2): 158","158","1962",
kew-2450425,A,Pedaliaceae,,Uncarina,,"ankaranensis",,"","Ihlenf.",Unresolved,,L,WCSP (in review),,60433576-2,"Kakteen And. Sukk.","55: 153","","2004",
tro-24300008,A,Pedaliaceae,,Uncarina,,"decaryi",,"","Humbert ex Ihlenf.",Accepted,,M,TRO,24300008,20005661-1,"Kakteen And. Sukk.","53(5): 124, abb. 1","124","2002",
kew-2450290,A,Pedaliaceae,,Uncarina,,"didieri",,"","(Baill.) Stapf",Unresolved,,L,WCSP (in review),,676019-1,"Nat. Pflanzenfam.","4(3b): 261","","1895",
tro-50125808,A,Pedaliaceae,,Uncarina,,"dimidiata",,"","(Baill.) Ihlenf. & Straka",Synonym,,M,TRO,50125808,60436040-2,"Z. Bot.","50(2): 158","158","1962",tro-24300009
tro-24300009,A,Pedaliaceae,,Uncarina,,"grandidieri",,"","(Baill.) Stapf",Accepted,,M,TRO,24300009,676020-1,"Nat. Pflanzenfam.","4, 3b: 261","261","1895",
kew-2450292,A,Pedaliaceae,,Uncarina,,"ihlenfeldtiana",,"","Lavranos",Unresolved,,L,WCSP (in review),,,"Sukkulentenforsch. Afrika","83","","2004",
tro-24300020,A,Pedaliaceae,,Uncarina,,"leandrii",,"","Humbert",Accepted,,M,TRO,24300020,676021-1,"Adansonia, n.s.","2(2): 212–214, t. 1(1–3), 2(12), 3(map)","212","1962",
tro-24300015,A,Pedaliaceae,,Uncarina,,"leptocarpa",,"","(Decne.) Ihlenf. & Straka",Accepted,,M,TRO,24300015,60436039-2,"Z. Bot.","50(2): 157","157","1962",
tro-24300013,A,Pedaliaceae,,Uncarina,,"peltata",,"","(Baker) Stapf",Accepted,,M,TRO,24300013,,"Nat. Pflanzenfam.","","","1895",
tro-24300010,A,Pedaliaceae,,Uncarina,,"perrieri",,"","Humbert",Accepted,,M,TRO,24300010,676023-1,"Adansonia, ser. 2,","2(2): 211","211","1962",
kew-2450287,A,Pedaliaceae,,Uncarina,,"platycarpa",,"","Lavranos",Unresolved,,L,WCSP (in review),,2986836-1,"Cact. Succ. J. (Los Angeles)","68: 82","","1996",
tro-50066295,A,Pedaliaceae,,Uncarina,,"roeoesliana",,"","Rauh",Accepted,,M,TRO,50066295,987253-1,"Kakteen And. Sukk.","47(1): 15–18","15","1996",
tro-24300014,A,Pedaliaceae,,Uncarina,,"sakalava",,"","Humbert",Accepted,,M,TRO,24300014,676024-1,"Adansonia, n.s.","2(2): 211","211","1962",
tro-24300007,A,Pedaliaceae,,Uncarina,,"stellulifera",,"","Humbert",Accepted,,M,TRO,24300007,676025-1,"Adansonia, n.s.","2(2): 210, t. 2(4–6), 3(map)","210","1962",
tro-50162715,A,Pedaliaceae,,Uncarina,,"turicana",,"","Lavranos",Accepted,,M,TRO,50162715,1011439-1,"Kakteen And. Sukk.","50(12): 317–318","317","1999",
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
kew-2462429,A,Elaeocarpaceae,,Vallea,,"calomala",,"","Blanco",Unresolved,,L,WCSP (in review),,,"Fl. Filip.","439","","1837",kew-2785817
tro-11700190,A,Elaeocarpaceae,,Vallea,,"cernua",,"","Turcz.",Synonym,,M,TRO,11700190,836036-1,"Bull. Soc. Imp. Naturalistes Moscou","31(1): 236","236","1858",kew-2462465
tro-11700091,A,Elaeocarpaceae,,Vallea,,"cordifolia",,"","Ruiz & Pav.",Synonym,,M,TRO,11700091,836037-1,"Syst. Veg. Fl. Peruv. Chil.","132","132","1798",kew-2462465
tro-11700191,A,Elaeocarpaceae,,Vallea,,"ecuadorensis",,"","J. Jaram.",Accepted,,M,TRO,11700191,,"Nordic J. Bot.","8(1): 19–23, f. 2a–j","19","1988",
tro-11700094,A,Elaeocarpaceae,,Vallea,,"glabra",,"","Miers",Synonym,,M,TRO,11700094,,"Contr. Bot.","2: 184","184","1860",kew-2462465
tro-11700192,A,Elaeocarpaceae,,Vallea,,"macrophylla",,"","Turcz.",Synonym,,M,TRO,11700192,836039-1,"Bull. Soc. Imp. Naturalistes Moscou","31(1): 238","238","1858",kew-2462465
kew-2462455,A,Elaeocarpaceae,,Vallea,,"ovata",,"","Turcz.",Synonym,,M,WCSP (in review),,836040-1,"Bull. Soc. Imp. Naturalistes Moscou","31(1): 237","","1858",kew-2462465
kew-2462433,A,Elaeocarpaceae,,Vallea,,"pubescens",,"","Kunth",Synonym,,M,WCSP (in review),,836041-1,"Nov. Gen. Sp.","5: 350","","1823",kew-2462465
tro-11700092,A,Elaeocarpaceae,,Vallea,,"pyrifolia",,"","Turcz.",Synonym,,M,TRO,11700092,836042-1,"Bull. Soc. Imp. Naturalistes Moscou","31(1): 237","237","1858",kew-2462465
tro-11700193,A,Elaeocarpaceae,,Vallea,,"schlimii",,"","Turcz.",Synonym,,M,TRO,11700193,836043-1,"Bull. Soc. Imp. Naturalistes Moscou","36(1): 576","576","1863",kew-2462465
kew-2462465,A,Elaeocarpaceae,,Vallea,,"stipularis",,"","L.f.",Accepted,,M,WCSP (in review),,836044-1,"Suppl. Pl.","266","","1782",
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
tro-35206976,B,Jungermanniaceae,,Vanaea,,"plagiochiloides",,"","(Inoue & Gradst.) Inoue & Gradst.",Accepted,,M,TRO,35206976,,"Trop. Bryol.","1: 33","33","1989",
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
tro-35214066,B,Amblystegiaceae,,Vittia,,"bartlettii",,"","(H.A. Crum & Steere) Hedenäs & J. Muñoz",Accepted,,M,TRO,35214066,,"Fl. Neotrop.","89: 36","36","2003",
tro-35214436,B,Amblystegiaceae,,Vittia,,"elimbata",,"","Hedenäs, Vanderp. & Goffinet",Accepted,,M,TRO,35214436,,"Pl. Syst. Evol.","241: 9","9","2003",
tro-35183617,B,Amblystegiaceae,,Vittia,,"pachyloma",,"","(Mont.) Ochyra",Accepted,,M,TRO,35183617,,"J. Hattori Bot. Lab.","62: 395","395","1987",
tro-35210945,B,Amblystegiaceae,,Vittia,,"salina",,"","Hedenäs & J. Muñoz",Accepted,,M,TRO,35210945,,"J. Bryol.","24: 163. f. 1","163","2002",
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
tro-35200488,B,Amblystegiaceae,,Warnstorfia,,"austrostraminea",,"","(Müll. Hal.) Ochyra",Accepted,,M,TRO,35200488,,"Fragm. Florist. Geobot.","41: 480","480","1996",
tro-35186216,B,Amblystegiaceae,,Warnstorfia,,"crassicostata",,"","(Janssens) H.A. Crum & L.E. Anderson",Accepted,,M,TRO,35186216,,"Bryologist","92: 533","533","1989",
tro-35126906,B,Amblystegiaceae,,Warnstorfia,,"exannulata",,"","(Schimp.) Loeske",Accepted,,M,TRO,35126906,,"Hedwigia","46: 310","310","1907",
tro-35186722,B,Amblystegiaceae,,Warnstorfia,,"exannulata",var.,"exannulata","",Synonym,,L,TRO,35186722,,"","","","",tro-35126906
tro-35191036,B,Amblystegiaceae,,Warnstorfia,,"exannulata",var.,"nigricans","(Brid.) Ochyra",Accepted,,L,TRO,35191036,,"Fragm. Florist. Geobot.","40: 919","919","1995",
tro-35126908,B,Amblystegiaceae,,Warnstorfia,,"exannulata",var.,"rotae","(De Not.) Loeske",Synonym,,L,TRO,35126908,,"Hedwigia","47: 195","195","1908",tro-35126916
tro-35126909,B,Amblystegiaceae,,Warnstorfia,,"exannulata",var.,"serrata","(Milde) Loeske",Synonym,,L,TRO,35126909,,"Hedwigia","47: 195","195","1908",tro-35102798
tro-35126911,B,Amblystegiaceae,,Warnstorfia,,"fluitans",,"","(Hedw.) Loeske",Accepted,,M,TRO,35126911,,"Hedwigia","46: 310","310","1907",
tro-35186923,B,Amblystegiaceae,,Warnstorfia,,"fluitans",var.,"berggrenii","(C.E.O. Jensen) Ochyra",Accepted,,L,TRO,35186923,,"Fragm. Florist. Geobot.","37: 213","213","1992",
tro-35186217,B,Amblystegiaceae,,Warnstorfia,,"fluitans",var.,"falcata","(Sanio ex C.E.O. Jensen) H.A. Crum & L.E. Anderson",Accepted,,L,TRO,35186217,,"Bryologist","92: 533","533","1989",
tro-35186723,B,Amblystegiaceae,,Warnstorfia,,"fluitans",var.,"fluitans","",Synonym,,L,TRO,35186723,,"","","","",tro-35126911
tro-35209420,B,Amblystegiaceae,,Warnstorfia,,"fontinaliopsis",,"","(Müll. Hal.) Ochyra",Accepted,,M,TRO,35209420,,"Fl. Criptog. Tierra del Fuego","14(10): 72","72","2001",
tro-35189437,B,Amblystegiaceae,,Warnstorfia,,"h-schulzei",,"","(Limpr.) Loeske",Accepted,,M,TRO,35189437,,"Moosfl. Harz.","310","310","1910",
tro-35205461,B,Amblystegiaceae,,Warnstorfia,,"kurilensis",,"","(Smirnova) Schljakov",Accepted,,M,TRO,35205461,,"Novosti Syst. Niza. Rast.","33: 198","198","1999",
tro-35201209,B,Amblystegiaceae,,Warnstorfia,,"laculosa",,"","(Müll. Hal.) Ochyra & Matteri",Accepted,,M,TRO,35201209,,"Fragm. Florist. Geobot.","42: 181","181","1997",
tro-35188197,B,Amblystegiaceae,,Warnstorfia,,"luipichensis",,"","(R.S. Williams) Hedenäs",Accepted,,M,TRO,35188197,,"J. Bryol.","17: 473","473","1993",
tro-35126913,B,Amblystegiaceae,,Warnstorfia,,"orthophylla",,"","(Milde) Loeske",Accepted,,M,TRO,35126913,,"Hedwigia","46: 310","310","1907",
tro-35169727,B,Amblystegiaceae,,Warnstorfia,,"procera",,"","(Renauld & Arnell) Tuom.",Accepted,,M,TRO,35169727,,"Ann. Bot. Fenn.","10: 216","216","1973",
tro-35126914,B,Amblystegiaceae,,Warnstorfia,,"pseudorufescens",,"","(Warnst.) Loeske",Accepted,,M,TRO,35126914,,"Hedwigia","46: 310","310","1907",
tro-35100289,B,Amblystegiaceae,,Warnstorfia,,"pseudosarmentosa",,"","(Cardot & Thér.) Tuom. & T.J. Kop.",Accepted,,M,TRO,35100289,,"Ann. Bot. Fenn.","16: 223","223","1979",
tro-35100290,B,Amblystegiaceae,,Warnstorfia,,"pseudostraminea",,"","(Müll. Hal.) Tuom. & T.J. Kop.",Accepted,,M,TRO,35100290,,"Ann. Bot. Fenn.","16: 223","223","1979",
tro-35126915,B,Amblystegiaceae,,Warnstorfia,,"purpurascens",,"","(Schimp.) Loeske",Accepted,,M,TRO,35126915,,"Hedwigia","46: 310","310","1907",
tro-35126916,B,Amblystegiaceae,,Warnstorfia,,"rotae",,"","(De Not.) Wheld.",Accepted,,M,TRO,35126916,,"Naturalist (Hull)","1922: 107","107","1922",
tro-35188196,B,Amblystegiaceae,,Warnstorfia,,"sarmentosa",,"","(Wahlenb.) Hedenäs",Accepted,,M,TRO,35188196,,"J. Bryol.","17: 470","470","1993",
tro-35126917,B,Amblystegiaceae,,Warnstorfia,,"schulzei",,"","(G. Roth) Loeske",Accepted,,M,TRO,35126917,,"Hedwigia","46: 310","310","1907",
