ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
kew-2786073,A,Elaeocarpaceae,,Elaeocarpus,,"takolensis",,"","Coode",Accepted,,M,WCSP (in review),,20003233-1,"Kew Bull.","56: 851","","2001",
kew-2786074,A,Elaeocarpaceae,,Elaeocarpus,,"taprobanicus",,"","Zmarzty",Accepted,,M,WCSP (in review),,1020871-1,"Kew Bull.","56: 426","","2001",
kew-2786075,A,Elaeocarpaceae,,Elaeocarpus,,"tariensis",,"","Weibel",Accepted,,M,WCSP (in review),,324411-1,"Candollea","26: 378","","1971",
kew-2786076,A,Elaeocarpaceae,,Elaeocarpus,,"tectonifolius",,"","Ridl.",Accepted,,M,WCSP (in review),,324412-1,"J. Fed. Malay States Mus.","10: 84","","1920",
kew-2786077,A,Elaeocarpaceae,,Elaeocarpus,,"tectorius",,"","(Lour.) Poir.",Accepted,,M,WCSP (in review),,833977-1,"Encycl.","Suppl. 2: 704","","1812",
kew-2786078,A,Elaeocarpaceae,,Elaeocarpus,,"terminalioides",,"","Schltr.",Accepted,,M,WCSP (in review),,324413-1,"Bot. Jahrb. Syst.","54: 125","","1916",
kew-2786079,A,Elaeocarpaceae,,Elaeocarpus,,"teysmannii",,"","Koord. & Valeton",Accepted,,M,WCSP (in review),,,"Icon. Bogor.","t. 128","","1903",
kew-2786084,A,Elaeocarpaceae,,Elaeocarpus,,"teysmannii",subsp.,"rhizophorus","(Koord.) Coode",Accepted,,L,WCSP (in review),,977388-1,"Kew Bull.","49: 258","","1994",
kew-2786085,A,Elaeocarpaceae,,Elaeocarpus,,"thelmae",,"","B.Hyland & Coode",Accepted,,M,WCSP (in review),,904101-1,"Kew Bull.","39: 573","","1984",
kew-2786086,A,Elaeocarpaceae,,Elaeocarpus,,"thorelii",,"","Pierre",Accepted,,M,WCSP (in review),,324414-1,"Fl. Forest. Cochinch.","t. 145","","1888",
kew-2786087,A,Elaeocarpaceae,,Elaeocarpus,,"thouarsii",,"","Baill.",Synonym,,M,WCSP (in review),,833980-1,"Bull. Mens. Soc. Linn. Paris","1: 563","","1886",kew-2785302
kew-2786088,A,Elaeocarpaceae,,Elaeocarpus,,"thyensis",,"","Guillaumin",Synonym,,M,WCSP (in review),,324415-1,"Bull. Mus. Natl. Hist. Nat.","II, 23: 537","","1952",kew-2785435
kew-2786089,A,Elaeocarpaceae,,Elaeocarpus,,"timikensis",,"","Coode",Accepted,,M,WCSP (in review),,1020876-1,"Kew Bull.","56: 454","","2001",
kew-2786090,A,Elaeocarpaceae,,Elaeocarpus,,"timorensis",,"","Knuth",Accepted,,M,WCSP (in review),,324416-1,"Repert. Spec. Nov. Regni Veg.","48: 79","","1940",
kew-2786091,A,Elaeocarpaceae,,Elaeocarpus,,"tjerengii",,"","Weibel",Accepted,,M,WCSP (in review),,324417-1,"Candollea","35: 534","","1980",
kew-2786092,A,Elaeocarpaceae,,Elaeocarpus,,"tomentosus",,"","Blume",Synonym,,M,WCSP (in review),,833982-1,"Bijdr.","121","","1825",kew-2786030
kew-2786093,A,Elaeocarpaceae,,Elaeocarpus,,"tonganus",,"","Burkill",Accepted,,M,WCSP (in review),,833983-1,"J. Linn. Soc., Bot.","35: 29","","1902",
kew-2786094,A,Elaeocarpaceae,,Elaeocarpus,,"toninensis",,"","Baker f.",Accepted,,M,WCSP (in review),,324418-1,"J. Linn. Soc., Bot.","45: 277","","1921",
kew-2786095,A,Elaeocarpaceae,,Elaeocarpus,,"tonkinensis",,"","DC.",Accepted,,M,WCSP (in review),,833984-1,"Bull. Herb. Boissier","II, 3: 365","","1903",
kew-2786096,A,Elaeocarpaceae,,Elaeocarpus,,"transultus",,"","Balf.f.",Synonym,,L,WCSP (in review),,833985-1,"Proc. Roy. Soc. Edinburgh","11: 504","","1882",kew-2340771
kew-2604264,A,Elaeocarpaceae,,Elaeocarpus,,"tremulus",,"","Tirel & McPherson",Accepted,,M,WCSP (in review),,,"Adansonia","III, 28: 138","","2006",
kew-2786097,A,Elaeocarpaceae,,Elaeocarpus,,"treubii",,"","Hochr.",Accepted,,M,WCSP (in review),,833986-1,"Pl. Bogor. Exs.","29","","1904",
kew-2786098,A,Elaeocarpaceae,,Elaeocarpus,,"trichanthera",,"","(Griff.) W.Theob.",Synonym,,M,WCSP (in review),,941636-1,"Burmah","ed. 3, 2: 606","","1883",kew-2785592
kew-2786099,A,Elaeocarpaceae,,Elaeocarpus,,"trichopetalus",,"","Merr. & Quisumb.",Accepted,,M,WCSP (in review),,324419-1,"J. Arnold Arbor.","32: 169","","1951",
kew-2786100,A,Elaeocarpaceae,,Elaeocarpus,,"trichophyllus",,"","A.C.Sm.",Accepted,,M,WCSP (in review),,324420-1,"J. Arnold Arbor.","25: 251","","1944",
kew-2786101,A,Elaeocarpaceae,,Elaeocarpus,,"trifidus",,"","A.C.Sm.",Synonym,,M,WCSP (in review),,324421-1,"J. Arnold Arbor.","25: 230","","1944",kew-2785305
kew-2786102,A,Elaeocarpaceae,,Elaeocarpus,,"triflorus",,"","Merr.",Accepted,,M,WCSP (in review),,324422-1,"J. Arnold Arbor.","32: 170","","1951",
kew-2786103,A,Elaeocarpaceae,,Elaeocarpus,,"truncatus",,"","Weibel",Accepted,,M,WCSP (in review),,324423-1,"Candollea","30: 269","","1975",
kew-2786104,A,Elaeocarpaceae,,Elaeocarpus,,"tuasivicus",,"","Christoph.",Accepted,,M,WCSP (in review),,324424-1,"Bernice P. Bishop Mus. Bull.","128: 137","","1935",
kew-2786105,A,Elaeocarpaceae,,Elaeocarpus,,"tuberculatus",,"","Roxb.",Accepted,,M,WCSP (in review),,833987-1,"Fl. Ind. ed. 1832","2: 594","","1832",
kew-2786106,A,Elaeocarpaceae,,Elaeocarpus,,"ulapensis",,"","Knuth",Synonym,,M,WCSP (in review),,324425-1,"Repert. Spec. Nov. Regni Veg.","50: 88","","1941",kew-2785416
kew-2786107,A,Elaeocarpaceae,,Elaeocarpus,,"ulianus",,"","Christoph.",Accepted,,M,WCSP (in review),,324426-1,"Bernice P. Bishop Mus. Bull.","128: 138","","1935",
kew-2786108,A,Elaeocarpaceae,,Elaeocarpus,,"undulatus",,"","Warb.",Accepted,,M,WCSP (in review),,833988-1,"Bot. Jahrb. Syst.","13: 378","","1891",
kew-2786109,A,Elaeocarpaceae,,Elaeocarpus,,"urophyllus",,"","Merr. & Quisumb.",Accepted,,M,WCSP (in review),,324427-1,"J. Arnold Arbor.","32: 171","","1951",
kew-2786110,A,Elaeocarpaceae,,Elaeocarpus,,"vaccinioides",,"","F.Muell. ex Brongn. & Gris",Accepted,,M,WCSP (in review),,,"Bull. Soc. Bot. France","12: 301","","1865",
kew-2786111,A,Elaeocarpaceae,,Elaeocarpus,,"valetonii",,"","Hochr.",Accepted,,M,WCSP (in review),,833990-1,"Pl. Bogor. Exs.","29","","1904",
kew-2786112,A,Elaeocarpaceae,,Elaeocarpus,,"valetonii",var.,"longibarbatus","(Warb.) Coode",Accepted,,L,WCSP (in review),,987368-1,"Kew Bull.","51: 100","","1996",
kew-2786113,A,Elaeocarpaceae,,Elaeocarpus,,"validus",,"","Knuth",Accepted,,M,WCSP (in review),,324428-1,"Repert. Spec. Nov. Regni Veg.","49: 72","","1940",
kew-2786114,A,Elaeocarpaceae,,Elaeocarpus,,"variabilis",,"","Zmarzty",Accepted,,M,WCSP (in review),,1020872-1,"Kew Bull.","56: 429","","2001",
kew-2786115,A,Elaeocarpaceae,,Elaeocarpus,,"varunua",,"","Buch.-Ham. ex Mast.",Accepted,,M,WCSP (in review),,324429-1,"Fl. Brit. India","1: 407","","1874",
kew-2786116,A,Elaeocarpaceae,,Elaeocarpus,,"venosus",,"","C.B.Rob.",Accepted,,M,WCSP (in review),,324430-1,"Bull. Torrey Bot. Club","35: 71","","1908",
kew-2786117,A,Elaeocarpaceae,,Elaeocarpus,,"venustus",,"","Bedd.",Synonym,,M,WCSP (in review),,833992-1,"Fl. Sylv. S. India","t. 174","","1872",kew-2785784
kew-2786118,A,Elaeocarpaceae,,Elaeocarpus,,"verheijenii",,"","Weibel",Accepted,,M,WCSP (in review),,324431-1,"Candollea","35: 532","","1980",
kew-2786119,A,Elaeocarpaceae,,Elaeocarpus,,"verruculosus",,"","DC.",Accepted,,M,WCSP (in review),,324432-1,"Leafl. Philipp. Bot.","2: 635","","1909",
kew-2786120,A,Elaeocarpaceae,,Elaeocarpus,,"versicolor",,"","Elmer",Accepted,,M,WCSP (in review),,324433-1,"Leafl. Philipp. Bot.","4: 1178","","1911",
kew-2786121,A,Elaeocarpaceae,,Elaeocarpus,,"verticillatus",,"","Elmer",Accepted,,M,WCSP (in review),,324434-1,"Leafl. Philipp. Bot.","4: 1181","","1911",
kew-2786122,A,Elaeocarpaceae,,Elaeocarpus,,"vieillardii",,"","Brongn. & Gris",Accepted,,M,WCSP (in review),,833994-1,"Bull. Soc. Bot. France","8: 202","","1861",
kew-2786123,A,Elaeocarpaceae,,Elaeocarpus,,"vieillardii",var.,"lecardii","(Guillaumin) Tirel",Accepted,,L,WCSP (in review),,920899-1,"in Fl. Nouv.-Caléd.","11: 38","","1982",
kew-2786124,A,Elaeocarpaceae,,Elaeocarpus,,"viguieri",,"","Gagnep.",Accepted,,M,WCSP (in review),,324435-1,"Notul. Syst. (Paris)","3: 134","","1915",
kew-2786125,A,Elaeocarpaceae,,Elaeocarpus,,"villosiusculus",,"","Warb.",Synonym,,M,WCSP (in review),,833995-1,"Fragm. Fl. Philipp.","1: 101","","1904",kew-2785398
kew-2786126,A,Elaeocarpaceae,,Elaeocarpus,,"viscosus",,"","Warb.",Synonym,,M,WCSP (in review),,,"Bot. Jahrb. Syst.","18: 201","","1894",kew-2785459
kew-2786127,A,Elaeocarpaceae,,Elaeocarpus,,"vitiensis",,"","Gillespie",Accepted,,M,WCSP (in review),,324436-1,"Bernice P. Bishop Mus. Bull.","83: 20","","1931",
kew-2786128,A,Elaeocarpaceae,,Elaeocarpus,,"wallichii",,"","Kurz",Synonym,,M,WCSP (in review),,833997-1,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","43(2): 133","","1874",kew-2786039
kew-2786129,A,Elaeocarpaceae,,Elaeocarpus,,"weibeliana",,"","Tirel",Accepted,,M,WCSP (in review),,324437-1,"Adansonia","n.s., 17: 444","","1978",
tro-11700173,A,Elaeocarpaceae,,Elaeocarpus,,"weibelianus",,"","Tirel",Unresolved,,L,TRO,11700173,,"","","","",
kew-2786130,A,Elaeocarpaceae,,Elaeocarpus,,"wenzelii",,"","Merr.",Synonym,,L,WCSP (in review),,324438-1,"Philipp. J. Sci., C","9: 371","","1914",kew-2785314
kew-2786131,A,Elaeocarpaceae,,Elaeocarpus,,"whartonensis",,"","A.C.Sm.",Accepted,,M,WCSP (in review),,324439-1,"J. Arnold Arbor.","25: 254","","1944",
kew-2786132,A,Elaeocarpaceae,,Elaeocarpus,,"williamsianus",,"","Guymer",Accepted,,M,WCSP (in review),,902000-1,"Telopea","2: 385","","1983",
kew-2786133,A,Elaeocarpaceae,,Elaeocarpus,,"winkleri",,"","Merr.",Synonym,,L,WCSP (in review),,324440-1,"J. Straits Branch Roy. Asiat. Soc.","77: 200","","1917",kew-2785860
kew-2786134,A,Elaeocarpaceae,,Elaeocarpus,,"womersleyi",,"","Weibel",Accepted,,M,WCSP (in review),,324441-1,"Candollea","26: 374","","1971",
kew-2786135,A,Elaeocarpaceae,,Elaeocarpus,,"wrayi",,"","King",Accepted,,M,WCSP (in review),,833998-1,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","60(2): 124","","1891",
kew-2786136,A,Elaeocarpaceae,,Elaeocarpus,,"xanthodactylus",,"","A.C.Sm.",Accepted,,M,WCSP (in review),,324442-1,"Contr. U. S. Natl. Herb.","30: 566","","1953",
kew-2786137,A,Elaeocarpaceae,,Elaeocarpus,,"yateensis",,"","Guillaumin",Accepted,,M,WCSP (in review),,324443-1,"Bull. Mus. Natl. Hist. Nat.","II, 5: 243","","1933",
kew-2786138,A,Elaeocarpaceae,,Elaeocarpus,,"yentangensis",,"","Hu",Synonym,,M,WCSP (in review),,324445-1,"J. Arnold Arbor.","5: 229","","1924",kew-2785650
kew-2786139,A,Elaeocarpaceae,,Elaeocarpus,,"yunnanensis",,"","Brandis ex Tutcher",Synonym,,M,WCSP (in review),,,"Rep. Bot. Dept. Hong Kong","1914: 30","","1915",kew-2785650
kew-2786140,A,Elaeocarpaceae,,Elaeocarpus,,"zambalensis",,"","Elmer",Accepted,,M,WCSP (in review),,324446-1,"Leafl. Philipp. Bot.","9: 3185","","1934",
kew-2786141,A,Elaeocarpaceae,,Elaeocarpus,,"zeylanicus",,"","(Arn.) Mast.",Accepted,,M,WCSP (in review),,,"Fl. Brit. India","1: 406","","1874",
kew-2786142,A,Elaeocarpaceae,,Elaeocarpus,,"zollingeri",,"","K.Koch",Synonym,,M,WCSP (in review),,324447-1,"Hort. Dendrol.","49","","1853",kew-2786062
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
kew-243388,A,Dioscoreaceae,,Epipetrum,,"bilobum",,"","Phil.",Synonym,,H,WCSP,243388,92694-2,"Anales Mus. Nac. Santiago de Chile","2: 11","","1892",kew-239853
kew-243389,A,Dioscoreaceae,,Epipetrum,,"humile",,"","(Bertero ex Colla) Phil.",Synonym,,H,WCSP,243389,318811-1,"Linnaea","33: 253","","1865",kew-240288
kew-243390,A,Dioscoreaceae,,Epipetrum,,"polyanthes",,"","F.Phil.",Synonym,,H,WCSP,243390,318813-1,"Anales Univ. Chile","93: 22","","1896",kew-461149
tro-11000514,A,Dioscoreaceae,,Epipetrum,,"polyanthes",,"","Reiche",Accepted,,M,TRO,11000514,,"","","","",
﻿ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
kew-2801230,A,Erythroxylaceae,,Erythroxylum,,"acranthum",,"","Hemsl.",Synonym,,M,WCSP (in review),,336871-1,"J. Bot.","54(Suppl. 2): 5","","1916",kew-2801614
kew-2801231,A,Erythroxylaceae,,Erythroxylum,,"acrobeles",,"","W.A.Gentner",Accepted,,M,WCSP (in review),,96866-2,"J. Wash. Acad. Sci.","47: 6","","1957",
kew-2801232,A,Erythroxylaceae,,Erythroxylum,,"acuminatum",,"","Ruiz & Pav.",Accepted,,M,WCSP (in review),,330119-2,"Fl. Peruv.","4: t. 399, f. b","","1830",
kew-2801233,A,Erythroxylaceae,,Erythroxylum,,"acuminatum",,"","(Arn.) Walp.",Synonym,Illegitimate,M,WCSP (in review),,543984-1,"Repert. Bot. Syst.","1: 407","","1842",kew-2801548
kew-2801234,A,Erythroxylaceae,,Erythroxylum,,"acutifolium",,"","Steud. ex Peyr.",Synonym,,M,WCSP (in review),,330120-2,"Fl. Bras.","12(1): 166","","1878",kew-2801324
kew-2801235,A,Erythroxylaceae,,Erythroxylum,,"acutum",,"","W.A.Gentner",Accepted,,M,WCSP (in review),,96867-2,"J. Wash. Acad. Sci.","47: 6","","1957",
kew-2801236,A,Erythroxylaceae,,Erythroxylum,,"affine",,"","A.St.-Hil.",Accepted,,M,WCSP (in review),,330121-2,"Fl. Bras. Merid.","2: 97","","1829",
kew-2801237,A,Erythroxylaceae,,Erythroxylum,,"affine",,"","A.Rich.",Synonym,Illegitimate,M,WCSP (in review),,96868-2,"Hist. Phys. Cuba, Pl. Vasc.","258","","1841",kew-2801342
kew-2801238,A,Erythroxylaceae,,Erythroxylum,,"alaternifolium",,"","A.Rich.",Accepted,,M,WCSP (in review),,96869-2,"Hist. Phys. Cuba, Pl. Vasc.","256","","1841",
kew-2801239,A,Erythroxylaceae,,Erythroxylum,,"alaternifolium",var.,"parvifolium","Alain",Synonym,,L,WCSP (in review),,96870-2,"Contr. Ocas. Mus. Hist. Nat. Colegio ""De La Salle""","9: 22","","1950",kew-2801238
kew-2801240,A,Erythroxylaceae,,Erythroxylum,,"alaternifolium",var.,"pedicellare","Griseb.",Synonym,,L,WCSP (in review),,96871-2,"Cat. Pl. Cub.","41","","1866",kew-2801604
kew-2801241,A,Erythroxylaceae,,Erythroxylum,,"alaternifolium",var.,"suborbiculare","Alain",Synonym,,L,WCSP (in review),,96872-2,"Contr. Ocas. Mus. Hist. Nat. Colegio ""De La Salle""","9: 22","","1950",kew-2801238
kew-2801242,A,Erythroxylaceae,,Erythroxylum,,"albertianum",,"","Kuhlm. & W.A.Rodr.",Synonym,,M,WCSP (in review),,336884-1,"Publ. Inst. Nac. Pesq. Amazônia Bot.","5: 3","","1957",kew-2801549
kew-2801243,A,Erythroxylaceae,,Erythroxylum,,"alemquerense",,"","Huber",Synonym,,M,WCSP (in review),,276832-2,"Bol. Mus. Goeldi Hist. Nat. Ethnogr.","5: 419","","1909",kew-2801255
kew-2801244,A,Erythroxylaceae,,Erythroxylum,,"amazonicum",,"","Peyr.",Accepted,,M,WCSP (in review),,276833-2,"Fl. Bras.","12(1): 167","","1878",
kew-2801245,A,Erythroxylaceae,,Erythroxylum,,"ambiguum",,"","Peyr.",Accepted,,M,WCSP (in review),,330122-2,"Fl. Bras.","12(1): 142","","1878",
kew-2801246,A,Erythroxylaceae,,Erythroxylum,,"ambiguum",var.,"hymenophyllum","O.E.Schulz",Synonym,,L,WCSP (in review),,96877-2,"Pflanzenr.","IV, 134: 81","","1907",kew-2801245
kew-2801247,A,Erythroxylaceae,,Erythroxylum,,"amplifolium",,"","Baill.",Accepted,,M,WCSP (in review),,,"Bull. Mens. Soc. Linn. Paris","1: 599","","1886",
kew-2801248,A,Erythroxylaceae,,Erythroxylum,,"amplifolium",,"","(Mart.) O.E.Schulz",Synonym,Illegitimate,M,WCSP (in review),,96878-2,"Pflanzenr.","IV, 134: 107","","1907",kew-2801719
kew-2880145,A,Erythroxylaceae,,Erythroxylum,,"amplifolium",var.,"diversifolium","Herter",Synonym,,L,WCSP (in review),,,"Estud. Bot. Reg. Uruguay","4: 76","","1930",kew-2801719
kew-2801250,A,Erythroxylaceae,,Erythroxylum,,"amplifolium",var.,"myrtilloides","(Peyr.) O.E.Schulz",Synonym,,L,WCSP (in review),,289205-2,"Pflanzenr.","IV, 134: 108","","1907",kew-2801357
kew-2801251,A,Erythroxylaceae,,Erythroxylum,,"amplum",,"","Benth.",Accepted,,M,WCSP (in review),,330123-2,"London J. Bot.","2: 372","","1843",
kew-2801252,A,Erythroxylaceae,,Erythroxylum,,"ampullaceum",,"","Baker",Accepted,,M,WCSP (in review),,543993-1,"J. Linn. Soc., Bot.","22: 455","","1887",
kew-2801253,A,Erythroxylaceae,,Erythroxylum,,"anceps",,"","O.E.Schulz",Accepted,,M,WCSP (in review),,336889-1,"Pflanzenr.","IV, 134: 134","","1907",
kew-2801254,A,Erythroxylaceae,,Erythroxylum,,"andrei",,"","Plowman",Accepted,,M,WCSP (in review),,276834-2,"Fieldiana, Bot.","n.s., 19: 2","","1987",
kew-2801255,A,Erythroxylaceae,,Erythroxylum,,"anguifugum",,"","Mart.",Accepted,,M,WCSP (in review),,543994-1,"Flora","21(2 Beibl.): 84","","1838",
kew-2801256,A,Erythroxylaceae,,Erythroxylum,,"anguifugum",var.,"riparium","O.E.Schulz",Synonym,,L,WCSP (in review),,276835-2,"Pflanzenr.","IV, 134: 109","","1907",kew-2801255
kew-2801257,A,Erythroxylaceae,,Erythroxylum,,"annamense",,"","Tardieu",Accepted,,M,WCSP (in review),,336890-1,"Notul. Syst. (Paris)","11: 134","","1943",
kew-2801258,A,Erythroxylaceae,,Erythroxylum,,"apiculatum",,"","Diogo",Accepted,,M,WCSP (in review),,96881-2,"Bol. Mus. Nac. Rio de Janeiro","1: 358","","1924",
kew-2801259,A,Erythroxylaceae,,Erythroxylum,,"areolatum",,"","L.",Accepted,,M,WCSP (in review),,330124-2,"Syst. Nat. ed. 10","2: 1035","","1759",
kew-2801260,A,Erythroxylaceae,,Erythroxylum,,"areolatum",,"","Vell.",Synonym,Illegitimate,M,WCSP (in review),,330125-2,"Fl. Flumin.","4: 194, t. 175","","1829",kew-2801689
kew-2801261,A,Erythroxylaceae,,Erythroxylum,,"areolatum",,"","Billb. ex Beurl.",Unresolved,,L,WCSP (in review),,543998-1,"Kongl. Vetensk. Acad. Handl.","1854: 136","","1856",
kew-2801262,A,Erythroxylaceae,,Erythroxylum,,"areolatum",,"","Poepp. ex Griseb.",Synonym,,M,WCSP (in review),,543997-1,"Fl. Brit. W. I.","113","","1859",kew-2801442
kew-2801263,A,Erythroxylaceae,,Erythroxylum,,"areolatum",var.,"affine","O.E.Schulz",Synonym,,L,WCSP (in review),,96882-2,"Symb. Antill.","5: 194","","1907",kew-2801342
kew-2801264,A,Erythroxylaceae,,Erythroxylum,,"areolatum",f.,"macrophyllum","Griseb. ex O.E.Schulz",Synonym,,L,WCSP (in review),,,"Pflanzenr.","IV, 134: 64","","1907",kew-2801259
kew-2801265,A,Erythroxylaceae,,Erythroxylum,,"argentinum",,"","O.E.Schulz",Accepted,,M,WCSP (in review),,96883-2,"Pflanzenr.","IV, 134: 99","","1907",
kew-2801266,A,Erythroxylaceae,,Erythroxylum,,"argentinum",var.,"calophyllum","O.E.Schulz",Synonym,,L,WCSP (in review),,96884-2,"Pflanzenr.","IV, 134: 99","","1907",kew-2801265
kew-2801267,A,Erythroxylaceae,,Erythroxylum,,"aristigerum",,"","Peyr.",Synonym,,M,WCSP (in review),,276836-2,"Fl. Bras.","12(1): 157","","1878",kew-2801675
kew-2801268,A,Erythroxylaceae,,Erythroxylum,,"aristigerum",var.,"bahiense","(Peyr.) O.E.Schulz",Synonym,,L,WCSP (in review),,96885-2,"Pflanzenr.","IV, 134: 103","","1907",kew-2801675
kew-2801269,A,Erythroxylaceae,,Erythroxylum,,"armatum",,"","Oviedo & Borhidi",Accepted,,M,WCSP (in review),,306770-2,"Acta Bot. Hung.","37: 92","","1992",
tro-12500030,A,Erythroxylaceae,,Erythroxylum,,"arrajodoi",,"","O.E. Schulz",Unresolved,,L,TRO,12500030,,"","","","",
kew-2801270,A,Erythroxylaceae,,Erythroxylum,,"arrojadoi",,"","O.E.Schulz",Accepted,,M,WCSP (in review),,336895-1,"Notizbl. Bot. Gart. Berlin-Dahlem","8: 426","","1923",
kew-2801271,A,Erythroxylaceae,,Erythroxylum,,"australe",,"","F.Muell.",Accepted,,M,WCSP (in review),,544000-1,"Trans. & Proc. Philos. Inst. Victoria","3: 22","","1859",
kew-2801272,A,Erythroxylaceae,,Erythroxylum,,"badium",,"","O.E.Schulz",Accepted,,M,WCSP (in review),,,"Pflanzenr.","IV, 134: 128","","1907",
kew-2801273,A,Erythroxylaceae,,Erythroxylum,,"bahiense",,"","Peyr.",Synonym,,M,WCSP (in review),,276837-2,"Fl. Bras.","12(1): 160","","1878",kew-2801675
kew-2801274,A,Erythroxylaceae,,Erythroxylum,,"banaoense",,"","Oviedo",Accepted,,M,WCSP (in review),,70029235-1,"Willdenowia","33: 189","","2003",
kew-2801275,A,Erythroxylaceae,,Erythroxylum,,"bancanum",,"","Burck",Synonym,,M,WCSP (in review),,336897-1,"Ann. Jard. Bot. Buitenzorg","11: 192","","1893",kew-2801355
kew-2801276,A,Erythroxylaceae,,Erythroxylum,,"bangii",,"","Rusby",Accepted,,M,WCSP (in review),,96887-2,"Mem. Torrey Bot. Club","3(3): 11","","1893",
kew-2801277,A,Erythroxylaceae,,Erythroxylum,,"baracoense",,"","Borhidi",Accepted,,M,WCSP (in review),,96888-2,"Acta Bot. Acad. Sci. Hung.","22: 303","","1976 publ. 1977",
kew-2801278,A,Erythroxylaceae,,Erythroxylum,,"barahonense",,"","O.E.Schulz & Ekman",Accepted,,M,WCSP (in review),,96889-2,"Ark. Bot.","22A(8): 53","","1929",
kew-2801279,A,Erythroxylaceae,,Erythroxylum,,"barbatum",,"","O.E.Schulz",Accepted,,M,WCSP (in review),,276838-2,"Pflanzenr.","IV, 134: 21","","1907",
kew-2801280,A,Erythroxylaceae,,Erythroxylum,,"belizense",,"","Lundell",Synonym,,M,WCSP (in review),,96891-2,"Phytologia","1: 215","","1937",kew-2801281
kew-2801281,A,Erythroxylaceae,,Erythroxylum,,"bequaertii",,"","Standl.",Accepted,,M,WCSP (in review),,96892-2,"J. Arnold Arbor.","11: 47","","1930",
kew-2801282,A,Erythroxylaceae,,Erythroxylum,,"betulaceum",,"","Mart.",Accepted,,M,WCSP (in review),,330126-2,"Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss.","3(2): 339","","1843",
kew-2801283,A,Erythroxylaceae,,Erythroxylum,,"bezerrae",,"","Plowman",Accepted,,M,WCSP (in review),,276839-2,"Brittonia","38: 196","","1986",
kew-2801284,A,Erythroxylaceae,,Erythroxylum,,"bicolor",,"","O.E.Schulz",Accepted,,M,WCSP (in review),,96893-2,"Pflanzenr.","IV, 134: 107","","1907",
kew-2801285,A,Erythroxylaceae,,Erythroxylum,,"blanchetii",,"","O.E.Schulz",Synonym,,M,WCSP (in review),,96894-2,"Pflanzenr.","IV, 134: 56","","1907",kew-2801236
kew-2801286,A,Erythroxylaceae,,Erythroxylum,,"boinense",,"","H.Perrier",Accepted,,M,WCSP (in review),,336905-1,"Mém. Inst. Sci. Madagascar, Sér. B, Biol. Vég.","2: 254","","1950",
kew-2801287,A,Erythroxylaceae,,Erythroxylum,,"boivinianum",,"","Baill.",Accepted,,M,WCSP (in review),,,"Bull. Mens. Soc. Linn. Paris","1: 599","","1886",
kew-2801288,A,Erythroxylaceae,,Erythroxylum,,"bolivianum",,"","Burck",Synonym,,M,WCSP (in review),,96895-2,"Teysmannia","1: 456","","1890",kew-2801328
kew-2801289,A,Erythroxylaceae,,Erythroxylum,,"bongardianum",,"","C.A.Mey. ex Peyr.",Synonym,,M,WCSP (in review),,276840-2,"Fl. Bras.","12(1): 145","","1878",kew-2801599
kew-2801290,A,Erythroxylaceae,,Erythroxylum,,"borneense",,"","Merr.",Synonym,,M,WCSP (in review),,336908-1,"Univ. Calif. Publ. Bot.","15: 112","","1929",kew-2801355
kew-2801291,A,Erythroxylaceae,,Erythroxylum,,"bradeanum",,"","O.E.Schulz",Accepted,,M,WCSP (in review),,96896-2,"Notizbl. Bot. Gart. Berlin-Dahlem","11: 722","","1933",
kew-2801292,A,Erythroxylaceae,,Erythroxylum,,"brennae",,"","D'Arcy & Schanen",Accepted,,M,WCSP (in review),,96897-2,"Ann. Missouri Bot. Gard.","62: 31","","1975",
kew-2801293,A,Erythroxylaceae,,Erythroxylum,,"brevipedatum",,"","St.-Lag.",Synonym,,M,WCSP (in review),,544005-1,"Ann. Soc. Bot. Lyon","7: 125","","1880",kew-2801294
kew-2801294,A,Erythroxylaceae,,Erythroxylum,,"brevipes",,"","DC.",Accepted,,M,WCSP (in review),,330127-2,"Prodr.","1: 573","","1824",
kew-2801295,A,Erythroxylaceae,,Erythroxylum,,"brevipes",f.,"grandifolium","O.E.Schulz",Synonym,,L,WCSP (in review),,96898-2,"Symb. Antill.","4: 313","","1905",kew-2801294
kew-2801296,A,Erythroxylaceae,,Erythroxylum,,"brevipes",f.,"parvifolium","O.E.Schulz",Synonym,,L,WCSP (in review),,96899-2,"Symb. Antill.","4: 313","","1905",kew-2801294
